[6 INFO main 30] Initialising Python Geth Console...
[6 INFO main 34] Initialising RandB board...
[6 INFO main 34] Initialising navigation...
[6 INFO main 34] Initialising random-walk...
[6 INFO main 34] Initialising odometry...
[6 INFO main 34] Initialising ground-sensors...
[6 INFO main 835] --//-- Starting Experiment --//--
[6 INFO main 1934] Idle.IDLE -> Scout.Query | Duration: 17.96
[6 INFO main 42086] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 53698] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 54402] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 55296] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 55505] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 56202] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 56605] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 56702] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 57608] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 58606] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 58708] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[6 INFO main 60609] Scout.GotoCenter -> Scout.Query | return to random walk
[6 INFO main 60610] Scout.Query -> Scout.Query | return to random walk
