[2 INFO main 30] Initialising Python Geth Console...
[2 INFO main 34] Initialising RandB board...
[2 INFO main 34] Initialising navigation...
[2 INFO main 34] Initialising random-walk...
[2 INFO main 34] Initialising odometry...
[2 INFO main 35] Initialising ground-sensors...
[2 INFO main 1215] --//-- Starting Experiment --//--
[2 INFO main 2320] Idle.IDLE -> Scout.Query | Duration: 22.60
[2 INFO main 125978] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 134788] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 135091] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 136888] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 137093] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 137190] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 138094] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 138292] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 139096] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 139597] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 140197] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 140494] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 141198] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 141595] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 142199] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[2 INFO main 142296] Scout.GotoCenter -> Scout.Query | return to random walk
[2 INFO main 142297] Scout.Query -> Scout.Query | return to random walk
