[7 INFO main 30] Initialising Python Geth Console...
[7 INFO main 34] Initialising RandB board...
[7 INFO main 34] Initialising navigation...
[7 INFO main 34] Initialising random-walk...
[7 INFO main 34] Initialising odometry...
[7 INFO main 34] Initialising ground-sensors...
[7 INFO main 623] --//-- Starting Experiment --//--
[7 INFO main 1724] Idle.IDLE -> Scout.Query | Duration: 26.19
[7 INFO main 46888] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 66512] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 67212] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 69812] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 70218] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 73515] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 74322] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 75624] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 76424] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 76625] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 77426] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 80129] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 80430] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 87240] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 87741] Scout.Query -> Scout.GotoCenter | Drive to others reported pos
[7 INFO main 88241] Scout.GotoCenter -> Scout.Query | return to random walk
[7 INFO main 88242] Scout.Query -> Scout.Query | return to random walk
